name,data_center,building_address,building_city_state_postal,latitude,longitude
Amazon Web Services,AIMS Kuala Lumpur 1-2,Menara Aik Hua,"Kuala Lumpur, Malaysia",3.149439,101.705977
Google Cloud,Telmex Triara Queretaro,Epigmenio Gonzalez No. 2,"Santiago de Querétaro, Mexico",20.611839,-100.394539
Amazon Web Services,Datacom Auckland (Orbit),6 Orbit Drive,"Auckland, New Zealand",-36.740554,174.728988
Amazon Web Services,Cirion Lima,Manuel Olguin 395,"Lima, Peru",-12.089054,-76.973144
Google Cloud,Quantum Switch DOA A,zone 49 Street 504,"Doha, Qatar",25.146707,51.513480
Alibaba Cloud,Keppel Singapore 5,13 Sunview Way,"Tuas, Singapore",1.319508,103.700220
Tencent Cloud,Digital Realty SIN12,11 Loyang Way,"Singapore, Singapore",1.373316,103.968684
Amazon Web Services,Digital Realty JB1-East & West,5 Brewery Street,"Isando, South Africa",-26.137780,28.197560
Google Cloud,KINX Gasan IDC,"3F, LG Gasan Digital Center","Seoul, South Korea",37.470378,126.885148
IBM Cloud,DATA4 Madrid DC01,Avenida de la Industria 13,"Alcobendas, Spain",40.533983,-3.648616
Google Cloud,Equinix SK1,Mariehällsvägen 36,"Stockholm, Sweden",59.362698,17.955588
Amazon Web Services,Equinix ZH5,Allmendstrasse 13,"Bülach, Switzerland",47.515358,8.537485
Amazon Web Services,TCC BNDC,"1856 Bangna Trad Road, K.M. 4.5","Bangkok, Thailand",13.727896,100.524123
Google Cloud,Equinix DX1,F 88-92 Dubai Production City,"Dubai, United Arab Emirates",25.026429,55.184433
Amazon Web Services,TELEHOUSE London (Docklands West),14 Coriander Avenue,"London, United Kingdom",51.511549,-0.002916
Amazon Web Services,Digital Realty ATL1,56 Marietta Street NW,"Atlanta, GA, United States",33.755610,-84.391651
Google Cloud,Equinix CH1,350 East Cermak Road,"Chicago, IL, United States",41.854167,-87.618531
Amazon Web Services,Equinix DA2,1950 North Stemmons Freeway,"Dallas, TX, United States",32.800983,-96.819720
Amazon Web Services,CoreSite LA1,624 South Grand Avenue,"Los Angeles, CA, United States",34.047991,-118.255570
Oracle Cloud,Digital Realty LAX10,600 West 7th Street,"Los Angeles, CA, United States",34.047379,-118.256938
Amazon Web Services,165 Halsey Street,165 Halsey Street,"Newark, NJ, United States",40.736763,-74.173364
Amazon Web Services,Netrality Philadelphia,401 North Broad Street,"Philadelphia, PA, United States",39.959793,-75.161931
Amazon Web Services,The Pittock Building,921 SW Washington Street,"Portland, OR, United States",45.521184,-122.680763
Google Cloud,CoreSite SV4,2972 Stender Way,"Santa Clara, CA, United States",37.376468,-121.970447
Google Cloud,Equinix SE2,2001 Sixth Avenue,"Seattle, WA, United States",47.614347,-122.338515
Amazon Web Services,Equinix DC11,21721 Filigree Ct.,"Ashburn, VA, United States",39.015374,-77.459385
Google Cloud,Equinix DC5,21701 Filigree Ct,"Ashburn, VA, United States",39.015216,-77.457658
Microsoft Azure,Equinix DC2,21715 Filigree Court,"Ashburn, VA, United States",39.016208,-77.459289
Tencent Cloud,ap-shanghai-1,<address not available>,"Shanghai, China",31.247571,121.472587
Tencent Cloud,Shanghai Jingan,1368 Wanrong Road,"Shanghai, China",31.297441,121.440938
Tencent Cloud,China Telecom Shahe IDC,4 Shenyun Road ,"Shenzhen, China",22.548800,113.986482
Alibaba Cloud,ap-cn-wuhan-lr-dh-A,<address not available>,"Wuhan, China",30.592849,114.305539
Amazon Web Services,Equinix BG1,Carrera 106  ,"Bogotá, Colombia",4.684246,-74.140596
Microsoft Azure,Digital Realty CPH1,Industriparken 20,"Ballerup, Denmark",55.728488,12.376181
Oracle Cloud,Digital Realty MRS2,6 Bassin Léon Gourret,"Marseille, France",43.339160,5.346433
IBM Cloud,Equinix PA2,114 Rue Ambroise Croizat,"Saint Denis, France",48.928041,2.349860
Google Cloud,Lumen Berlin,Gradestrasse 60,"Berlin, Germany",52.452484,13.428903
Google Cloud,Equinix FR4,Larchenstrasse 110,"Frankfurt, Germany",50.096690,8.588430
IBM Cloud,NTT GDC Frankfurt 1,Eschborner Landstrasse 100,"Frankfurt, Germany",50.128150,8.600970
Google Cloud,NTT NetMagic Chennai 1,"67, Mathiravedu, Velappanchavadi","Chennai, India",13.060795,80.133725
Amazon Web Services,Equinix MB1,"Unit A-001 Boomerang, Chandivali Road","Mumbai, India",19.113897,72.892780
Oracle Cloud,Sify Rabale,"Plot no. 847/1/2, TTC Industrial Area","Navi Mumbai, India",19.137142,73.017292
Amazon Web Services,NTT GDC Jakarta 2,Jl. Kuningan Barat Raya No.8,"Jakarta, Indonesia",-6.238680,106.824063
Google Cloud,SDS1 Modiin,Tsela HaHar 35,"Modi'in-Maccabim-Re'ut, Israel",31.918399,34.961672
IBM Cloud,Data4 Campus Milan,Via Monzoro 105,"Cornaredo, Italy",45.480963,9.030182
IBM Cloud,Equinix OS1,"Shinmachi, 1 Chome−26−1","Osaka, Japan",34.675719,135.493392
Google Cloud,AT TOKYO CC2,<address not available>,"Koto, Japan",35.642724,139.739124
Tencent Cloud,Colt Tokyo (TODC) - Otemachi,1-9-7 Otemachi,"Chiyoda-ku, Japan",35.687665,139.765840
Google Cloud,HSSDS CX2 Cyberjaya,CSF Computer Exchange,"Cyberjaya, Malaysia",2.920839,101.661429
Amazon Web Services,KIO QRO1,Cerrada de la Princesa 4,"Santiago de Querétaro, Mexico",20.588793,-100.389888
Microsoft Azure,Digital Realty AMS8,Pudongweg 37,"Rozenburg, Netherlands",52.275753,4.740954
Huawei Cloud,Telefonica Lima,<address not available>,"Lima, Peru",-12.043600,-77.021217
Microsoft Azure,Meeza MV 2 Data-Centre,Meeza Data-Centre,"Umm Qarn, Qatar",25.551065,51.434997
Amazon Web Services,Equinix SG2,15 Pioneer Walk,"Singapore, Singapore",1.321016,103.695190
Microsoft Azure,Global Switch Singapore Tai Seng,2 Tai Seng Avenue,"Singapore, Singapore",1.336752,103.893589
Huawei Cloud,MTN Gallo Manor,"113 Bowling Ave, 2191 Johannesburg","Gallo Manor, South Africa",-26.065567,28.073630
Amazon Web Services,LG IDC Pyeong-chon Mega Center,1743 Gwanyang-dong,"Anyang, South Korea",37.401903,126.961132
Google Cloud,Digital Realty MAD2,Calle Albasanz 73,"Madrid, Spain",40.439685,-3.623138
Google Cloud,Digital Realty STO2,Esbogatan 11,"Kista, Sweden",59.422471,17.918073
Oracle Cloud,Equinix ZH4,Josefstrasse 225,"Zürich, Switzerland",47.388002,8.520291
IBM Cloud,Chief Fang Liyuan Building,"250, Yang-guang Street","Taipei, Taiwan",25.073467,121.577519
Huawei Cloud,NGN TR-Istanbul,<address not available>,"Istanbul, Turkey",41.040800,28.986180
Oracle Cloud,Gulf Data Hub Dubai 1,1105 al Masood Building ,"Dubai, United Arab Emirates",25.127948,55.386264
Alibaba Cloud,Equinix LD6,352  Buckingham Avenue,"Slough, United Kingdom",51.524049,-0.636150
Microsoft Azure,Vantage Cardiff (CWL1) site 1,"Celtic Way, Coedkernew, Marshfield, Duffryn","Newport, United Kingdom",51.552904,-3.038907
Google Cloud,Markley Group (One Summer Street),1 Summer Street,"Boston, MA, United States",42.354492,-71.059524
IBM Cloud,Equinix CH4,350 East Cermak Road,"Chicago, IL, United States",41.854167,-87.618531
Google Cloud,Equinix DA1,1950 North Stemmons Freeway,"Dallas, TX, United States",32.800983,-96.819720
Google Cloud,Netrality Kansas City,1102 Grand Boulevard,"Kansas City, MO, United States",39.100833,-94.581004
Google Cloud,Equinix LA1,600 West 7th Street,"Los Angeles, CA, United States",34.047379,-118.256938
Google Cloud,Cologix MIN3,511 11th Avenue South,"Minneapolis, MN, United States",44.972381,-93.255669
Microsoft Azure,Equinix NY5,800 Secaucus Road,"Secaucus, NJ, United States",40.778738,-74.071541
Amazon Web Services,Phoenix NAP Phoenix,3402 East University Drive,"Phoenix, AZ, United States",33.415954,-112.009214
Google Cloud,Aligned Salt Lake City - SLC-01 ,3333 West 9000 South,"West Jordan, UT, United States",40.586198,-111.969729
Google Cloud,Equinix SV10,7 Great Oaks Blvd,"San Jose, CA, United States",37.241239,-121.787015
Microsoft Azure,Equinix SV1,2820 Northwestern Parkway,"Santa Clara, CA, United States",37.372535,-121.973633
Alibaba Cloud,Equinix DC15,44780 Performance Cir,"Ashburn, VA, United States",39.022227,-77.452726
IBM Cloud,Digital Realty IAD15,44060 Digital Loudoun Plaza (Bldg K),"Ashburn, VA, United States",39.001713,-77.478697
Tencent Cloud,ap-shanghai-4,<address not available>,"Shanghai, China",31.247571,121.472587
Alibaba Cloud,NETNIC Runxun Qianhai Cloud Center,87 Hengping Road,"Shenzhen, China",22.658760,114.233481
Alibaba Cloud,Ulanqab-Development Zone-A,<address not available>,"Ulanqab, China",40.994785,113.132585
Alibaba Cloud,Zhangjiakou-Miaotan-A,<address not available>,"Zhangjiakou, China",40.824418,114.887543
Google Cloud,CE Colo DC,Nad Elektrarnou 1428/47,"Prague, Czech Republic",50.060166,14.482932
Google Cloud,Digital Realty MRS2,6 Bassin Léon Gourret,"Marseille, France",43.339160,5.346433
Google Cloud,TELEHOUSE Paris (Voltaire),137 Boulevard Voltaire,"Paris, France",48.856014,2.383441
Alibaba Cloud,Equinix FR4,Larchenstrasse 110,"Frankfurt, Germany",50.096690,8.588430
Oracle Cloud,Digital Realty FRA10,Weissmuellerstrasse 38,"Frankfurt, Germany",50.119610,8.738200
Google Cloud,Lumen Hamburg,Suderstrasse 198,"Hamburg, Germany",53.547843,10.043328
Microsoft Azure,Bharti Airtel Santhome,101 Santhome High Road,"Chennai, India",13.027024,80.273515
Alibaba Cloud,CtrlS Datacenter Mumbai 1,EL/72/1/A TTC Industrial Area,"Navi Mumbai, India",19.108213,73.021399
Microsoft Azure,STT Mumbai DC3,"C - 21 & C - 36, G Block, Bandra Kurla Complex","Mumbai, India",19.070910,72.873919
Alibaba Cloud,"DCI Indonesia, JK1","Jawa Blok GG-5-1, MM2100 Industrial Town, Cikarang Barat, Bekasi ","Bekasi, Indonesia",-6.299118,107.083772
Tencent Cloud,Princeton Digital JC1,Jl. Sumbawa Blok Bi 1,"Cibitung, Indonesia",-6.308950,107.079787
Microsoft Azure,SDS1 Modiin,Tsela HaHar 35,"Modi'in-Maccabim-Re'ut, Israel",31.918399,34.961672
Google Cloud,Telecom Italia Rozzano,Viale Toscana 3,"Milan, Italy",45.381396,9.164049
Google Cloud,NTT West Osaka 3,3-1-7 Doujima,"Osaka, Japan",34.694626,135.491422
Google Cloud,Equinix TY2,3-8-21 Higashishinagawa,"Tokyo, Japan",35.622100,139.749984
Microsoft Azure,AT TOKYO CC1,<address not available>,"Koto, Japan",35.642724,139.739124
Alibaba Cloud,AIMS Kuala Lumpur 1-2,Menara Aik Hua,"Kuala Lumpur, Malaysia",3.149439,101.705977
Oracle Cloud,Equinix MX1,Parque Tecnologico Innovacion - Lte 79-80,"El Marques, Mexico",20.556925,-100.280022
Oracle Cloud,Digital Realty AMS8,Pudongweg 37,"Rozenburg, Netherlands",52.275753,4.740954
Google Cloud,Bulk OS-IX,Hans Möller Gasmanns vei 9,"Oslo, Norway",59.938433,10.834971
Google Cloud,ATMAN Data Center Warsaw-1 (WAW-1),Grochowska 21a,"Warsaw, Poland",52.236294,21.116758
Huawei Cloud,STC Khurais Riyadh,<address not available>,"Riyadh, Saudi Arabia",24.647325,46.714585
Oracle Cloud,Oracle Cloud Serbia Central (Jovanovac),Save Kovačevića,"Kragujevac, Serbia",44.019748,20.910607
IBM Cloud,Digital Realty SIN10,29A International Business Park,"Singapore, Singapore",1.327708,103.745987
Huawei Cloud,Global Switch Singapore Tai Seng,2 Tai Seng Avenue,"Singapore, Singapore",1.336752,103.893589
Microsoft Azure,Digital Realty CT1,240 Main Road,"Cape Town, South Africa",-33.971200,18.464900
Google Cloud,Digital Realty CT1,240 Main Road,"Cape Town, South Africa",-33.971200,18.464900
Google Cloud,Digital Realty JB1-East & West,5 Brewery Street,"Isando, South Africa",-26.137780,28.197560
Huawei Cloud,Vodacom Midrand,82 Vodacom Boulevard,"Midrand, South Africa",-25.968796,28.122070
Google Cloud,LG CNS Busan Global Cloud Data Center,"Gangseo-gu, Gurang-dong, 1175-4","Busan, South Korea",35.140735,128.860356
Oracle Cloud,Samsung SDS Chuncheon,409-14 Yetgyeongchun-ro,"Chuncheon, South Korea",37.846750,127.702003
Google Cloud,KIDC Seocho 1 Center,"137-010, KIDC Bldg., 1423-1","Seoul, South Korea",37.483751,127.023918
Oracle Cloud,KINX Gasan IDC,"3F, LG Gasan Digital Center","Seoul, South Korea",37.470378,126.885148
Microsoft Azure,KT Mok-Dong II,"323, Mokdongdong-ro, Yangcheon-gu","Seoul, South Korea",37.530674,126.875055
IBM Cloud,Digital Realty MAD3,49 Calle Emilio Muñoz,"Madrid, Spain",40.433895,-3.626280
Amazon Web Services,Equinix MD2,"Calle de Valgrande, 6","Madrid, Spain",40.536301,-3.649121
Google Cloud,Nabiax Alcalá (ADC1),Avda. Punto Com 23 ,"Madrid, Spain",40.416775,-3.703790
Google Cloud,Digital Realty STO3,Esbogatan 11,"Kista, Sweden",59.422471,17.918073
Google Cloud,Digital Realty STO5,Esbogatan 11,"Kista, Sweden",59.422471,17.918073
Google Cloud,Digital Realty STO4,Esbogatan 11,"Kista, Sweden",59.422471,17.918073
Microsoft Azure,Equinix GV2,Route du Bois-des-Freres 48,"Geneva, Switzerland",46.207959,6.098213
Google Cloud,Equinix GV2,Route du Bois-des-Freres 48,"Geneva, Switzerland",46.207959,6.098213
Amazon Web Services,Digital Realty ZUR1,Sägereistrasse 35,"Glattbrugg, Switzerland",47.431926,8.559344
Microsoft Azure,Interxion ZUR2,Sägereistrasse 35,"Glattbrugg, Switzerland",47.431926,8.559344
Amazon Web Services,CHT Taipei Data Center,"No. 8, Guoqing Road, Banqiao District","New Taipei City, Taiwan",24.994860,121.458470
Google Cloud,Chief Fang Liyuan Building,"250, Yang-guang Street","Taipei, Taiwan",25.073467,121.577519
Microsoft Azure,Chief Hongding Building,"No.35, Lane 188, Rui Guang Rd.","Taipei, Taiwan",25.074253,121.576896
Google Cloud,True IDC - North Muangthong,3 Popular Rd,"Nonthaburi, Thailand",13.911191,100.547836
Alibaba Cloud,Khazna DBX 1,Meydan,"Nad Al Sheba 1, United Arab Emirates",25.174796,55.316060
Alibaba Cloud,Ark Hampshire (Cody Park),Cody Technology Park,"Farnborough, United Kingdom",51.280763,-0.794458
Microsoft Azure,Equinix LD5,8 Buckingham Ave,"Slough, United Kingdom",51.520054,-0.614087
Amazon Web Services,QTS ATL 1 DC1,1033 Jefferson Street NW,"Atlanta, GA, United States",33.775696,-84.422282
Amazon Web Services,Equinix CH2,350 East Cermak Road,"Chicago, IL, United States",41.854167,-87.618531
Microsoft Azure,Equinix CH1,350 East Cermak Road,"Chicago, IL, United States",41.854167,-87.618531
Microsoft Azure,Equinix DA3,1950 North Stemmons Freeway,"Dallas, TX, United States",32.800983,-96.819720
Microsoft Azure,Switch Las Vegas (The Core Campus),7135 S Decatur Blvd,"Las Vegas, NV, United States",36.060035,-115.210189
Microsoft Azure,Equinix LA1,600 West 7th Street,"Los Angeles, CA, United States",34.047379,-118.256938
Amazon Web Services,Cologix MIN3,511 11th Avenue South,"Minneapolis, MN, United States",44.972381,-93.255669
IBM Cloud,Equinix NY2,275 Hartz Way,"Secaucus, NJ, United States",40.779168,-74.074888
Amazon Web Services,EdgeConneX PHX01,3011 S 52nd Street,"Tempe, AZ, United States",33.395111,-111.970070
Amazon Web Services,EdgeConneX POR01,6327 NE Evergreen Pkwy,"Hillsboro, OR, United States",45.551667,-122.917491
Amazon Web Services,Equinix SV5,9 Great Oaks Blvd,"San Jose, CA, United States",37.241510,-121.781752
Tencent Cloud,Equinix SV10,7 Great Oaks Blvd,"San Jose, CA, United States",37.241239,-121.787015
Alibaba Cloud,CoreSite VA1,12343 Sunrise Valley Drive,"Reston, VA, United States",38.950595,-77.372334
Google Cloud,Equinix DC1,21711 Filigree Court,"Ashburn, VA, United States",39.015833,-77.459868
Microsoft Azure,CoreSite VA2,12343 Sunrise Valley Drive,"Reston, VA, United States",38.950595,-77.372334
Alibaba Cloud,NTT GDC Ho Chi Minh 1,Saigon High-Tech Park,"Ho Chi Minh City, Vietnam",10.857240,106.786141
Alibaba Cloud,True IDC - East Bangna,89 AIA Capital Center Building,"Bangkok, Thailand",13.764653,100.568224
Microsoft Azure,Khazna AUH 3,<address not available>,"Khalifa City, United Arab Emirates",24.416306,54.575859
Google Cloud,Etisalat SmartHub Fujairah,Eid Mussalla Rd,"Fujairah, United Arab Emirates",25.130328,56.336567
IBM Cloud,Ark Hampshire (Cody Park),Cody Technology Park,"Farnborough, United Kingdom",51.280763,-0.794458
Oracle Cloud,Vantage Cardiff (CWL1) site 1,"Celtic Way, Coedkernew, Marshfield, Duffryn","Newport, United Kingdom",51.552904,-3.038907
Amazon Web Services,Markley Group (One Summer Street),1 Summer Street,"Boston, MA, United States",42.354492,-71.059524
Google Cloud,Equinix CH4,350 East Cermak Road,"Chicago, IL, United States",41.854167,-87.618531
Oracle Cloud,Digital Realty CH1,2200 Busse Rd.,"Elk Grove Village, IL, United States",41.994257,-87.960609
Oracle Cloud,Equinix DA6,1950 North Stemmons Freeway,"Dallas, TX, United States",32.800983,-96.819720
Amazon Web Services,Switch Las Vegas (The Core Campus),7135 S Decatur Blvd,"Las Vegas, NV, United States",36.060035,-115.210189
Microsoft Azure,CoreSite LA1,624 South Grand Avenue,"Los Angeles, CA, United States",34.047991,-118.255570
Microsoft Azure,Cologix MIN1,511 11th Avenue South,"Minneapolis, MN, United States",44.972381,-93.255669
Google Cloud,Equinix NY5,800 Secaucus Road,"Secaucus, NJ, United States",40.778738,-74.071541
Oracle Cloud,CyrusOne PHX1,2335 South Ellis Street,"Chandler, AZ, United States",33.270448,-111.882105
Google Cloud,CyrusOne SAT1,9999 Westover Hills Boulevard,"San Antonio, TX, United States",29.466508,-98.688287
Google Cloud,Equinix SV5,9 Great Oaks Blvd,"San Jose, CA, United States",37.241510,-121.781752
Amazon Web Services,TierPoint Seattle,140 4th Avenue North,"Seattle, WA, United States",47.619374,-122.348798
Amazon Web Services,Digital Realty 44100 Digital Loudoun Plaza,44100 Digital Loudoun Plaza Bldg J,"Ashburn, VA, United States",39.001701,-77.478369
Google Cloud,Equinix DC3,44470 Chilum Place,"Ashburn, VA, United States",39.022104,-77.462885
Oracle Cloud,CoreSite VA2,12343 Sunrise Valley Drive,"Reston, VA, United States",38.950595,-77.372334
Google Cloud,True IDC - North Muang Thong,"47/553-554, 557-558 Moo3, Bangkok Land Building","Bangkok, Thailand",13.911017,100.550092
Amazon Web Services,Equinix DX1,F 88-92 Dubai Production City,"Dubai, United Arab Emirates",25.026429,55.184433
Google Cloud,Equinix LD6,352  Buckingham Avenue,"Slough, United Kingdom",51.524049,-0.636150
Google Cloud,Equinix MA3,76 Trafford Wharf Road,"Manchester, United Kingdom",53.467378,-2.292725
Google Cloud,CyrusOne AUS2,7301 Metropolis Drive,"Austin, TX, United States",30.206671,-97.698308
Microsoft Azure,CoreSite CH1,427 South LaSalle Street,"Chicago, IL, United States",41.876633,-87.631742
IBM Cloud,CyrusOne DFW1,1649 West Frankford Road,"Carrollton, TX, United States",32.992076,-96.930441
Amazon Web Services,Netrality Kansas City,1102 Grand Boulevard,"Kansas City, MO, United States",39.100833,-94.581004
Google Cloud,Digital Realty LAX10,600 West 7th Street,"Los Angeles, CA, United States",34.047379,-118.256938
Oracle Cloud,CoreSite LA2,900 North Alameda Street,"Los Angeles, CA, United States",34.058723,-118.235299
Amazon Web Services,CoreSite NY1,32 Avenue of the Americas,"New York, NY, United States",40.720000,-74.004561
Google Cloud,Phoenix NAP Phoenix,3402 East University Drive,"Phoenix, AZ, United States",33.415954,-112.009214
Alibaba Cloud,Equinix SV5,9 Great Oaks Blvd,"San Jose, CA, United States",37.241510,-121.781752
Amazon Web Services,Digital Realty SEA10,2001 Sixth Avenue,"Seattle, WA, United States",47.614347,-122.338515
Amazon Web Services,Digital Realty IAD38,44100 Digital Loudoun Plaza Bldg J,"Ashburn, VA, United States",39.001701,-77.478369
Google Cloud,Equinix DC10,21551 Beaumeade Circle,"Ashburn, VA, United States",39.020884,-77.451129
Tencent Cloud,Equinix DC11,21721 Filigree Ct.,"Ashburn, VA, United States",39.015374,-77.459385
Microsoft Azure,AIS CAT Tower,"72 Soi Wat Muang Khae, Charoen Krung Rd.","Bang Rak, Thailand",13.726356,100.516125
Alibaba Cloud,Equinix DX1,F 88-92 Dubai Production City,"Dubai, United Arab Emirates",25.026429,55.184433
IBM Cloud,NTT GDC Hemel Hempstead 3,1 Maxted Rd,"Hemel Hempstead, United Kingdom",51.761875,-0.436678
Google Cloud,Global Switch London East,3 Nutmeg Lane,"London, United Kingdom",51.511015,-0.004312
Oracle Cloud,Equinix LD6,352  Buckingham Avenue,"Slough, United Kingdom",51.524049,-0.636150
Google Cloud,Equinix AT3,56 Marietta Street NW,"Atlanta, GA, United States",33.755610,-84.391651
Google Cloud,CyrusOne CH1,2905 Delhi Rd,"Aurora, IL, United States",41.796565,-88.243012
Google Cloud,Cologix COL1,535 Scherers Court,"Columbus, OH, United States",40.115782,-83.002425
Google Cloud,DataBank HOU1,5150 Westway Park Boulevard,"Houston, TX, United States",29.843464,-95.557387
Amazon Web Services,Serverfarm LAX1 Los Angeles,444 N Nash St,"El Segundo, CA, United States",33.921614,-118.388740
Amazon Web Services,Equinix MI1,50 NE 9th Street,"Miami, FL, United States",25.782626,-80.193069
Google Cloud,DataBank LGA1,60 Hudson Street,"New York, NY, United States",40.717664,-74.008333
Microsoft Azure,EdgeConneX PHX01,3011 S 52nd Street,"Tempe, AZ, United States",33.395111,-111.970070
Amazon Web Services,CoreSite SV2,1656 McCarthy Boulevard,"Milpitas, CA, United States",37.404994,-121.916881
Oracle Cloud,Equinix SV10,7 Great Oaks Blvd,"San Jose, CA, United States",37.241239,-121.787015
Google Cloud,Equinix SE3,2020 5th Avenue,"Seattle, WA, United States",47.614422,-122.339744
Google Cloud,CoreSite VA3,12343 Sunrise Valley Drive,"Reston, VA, United States",38.950595,-77.372334
Google Cloud,Equinix DC6,21721 Filigree Ct.,"Ashburn, VA, United States",39.015374,-77.459385
IBM Cloud,Equinix DC2,21715 Filigree Court,"Ashburn, VA, United States",39.016208,-77.459289
Microsoft Azure,Datamena,Building F102 - Dubai Production City,"Dubai, United Arab Emirates",25.028900,55.185452
Alibaba Cloud,TELEHOUSE London (Docklands West),14 Coriander Avenue,"London, United Kingdom",51.511549,-0.002916
IBM Cloud,Digital Realty LHR13,Cox Lane,"Chessington, United Kingdom",51.369084,-0.292410
Google Cloud,Digital Realty ATL14,250 Williams Street NW,"Atlanta, GA, United States",33.761272,-84.390554
Google Cloud,CyrusOne CH1,2905 Delhi Rd,"Aurora, IL, United States",41.796565,-88.243012
Oracle Cloud,CoreSite CH1,427 South LaSalle Street,"Chicago, IL, United States",41.876633,-87.631742
Amazon Web Services,AlohaNAP Datacenter,91340 Farrington Hwy,"Kapolei, HI, United States",21.334579,-158.088575
Amazon Web Services,Equinix LA3,1920 East Maple Ave,"El Segundo, CA, United States",33.926077,-118.394123
Google Cloud,Equinix MI1,50 NE 9th Street,"Miami, FL, United States",25.782626,-80.193069
Google Cloud,165 Halsey Street,165 Halsey Street,"Newark, NJ, United States",40.736763,-74.173364
Oracle Cloud,Cyxtera PHX1,615 North 48th Street,"Phoenix, AZ, United States",33.454411,-111.976435
Microsoft Azure,CyrusOne SAT2,9554 Westover Hills Blvd,"San Antonio, TX, United States",29.470628,-98.674008
IBM Cloud,Digital Realty SJC31,2805 Lafayette Street,"Santa Clara, CA, United States",37.371644,-121.950236
Tencent Cloud,Digital Realty SJC30,3105 Alfred Street,"Santa Clara, CA, United States",37.378291,-121.958187
Alibaba Cloud,Equinix DC11,21721 Filigree Ct.,"Ashburn, VA, United States",39.015374,-77.459385
Google Cloud,Equinix DC11,21721 Filigree Ct.,"Ashburn, VA, United States",39.015374,-77.459385
IBM Cloud,NTT GDC Ashburn VA2,44610 Guilford Drive,"Ashburn, VA, United States",39.024938,-77.460022
Google Cloud,Equinix DC2,21715 Filigree Court,"Ashburn, VA, United States",39.016208,-77.459289
Oracle Cloud,Equinix DC6,21721 Filigree Ct.,"Ashburn, VA, United States",39.015374,-77.459385
IBM Cloud,Sabey Intergate.Ashburn,21741 Red Rum Drive,"Ashburn, VA, United States",39.013675,-77.474687
Tencent Cloud,CyrusOne NVA5,21350 Pacific Blvd,"Sterling, VA, United States",39.027202,-77.435827
Microsoft Azure,Equinix DC6,21721 Filigree Ct.,"Ashburn, VA, United States",39.015374,-77.459385
