Approval Year,Economy,Sector,Financing Type,Project Name,Status,Objective,Description,Acquirer,Borrower,amount,Financing Amount
2022,Cambodia,CRF-Finance/Liquidity,Nonsovereign,Cambodia: Cambodia PRASAC COVID-19 Response FacilityVIEW DETAILS,Approved,"The project objective is to increase access to finance by micro, small, and medium sized enterprises (MSMEs) that are affected by the economic upheaval during the COVID-19 pandemic. This will be achieved by enhancing PRASAC’s capacity to provide critical liquidity financing support to its MSME clients during this acute shock, which in turn will support MSMEs’ active participation in the economic recovery process in Cambodia.","The project is a non-sovereign backed loan to PRASAC Microfinance Institution Plc. (“PRASAC”), to support and expand its lending to eligible private-sector micro, small and medium sized enterprises (MSMEs) in Cambodia. PRASAC is the largest microfinance institution in Cambodia that has operated for more than 25 years offering a range of credit and savings products to retail and MSMEs.",,,75,Approved Financing: USD75 million
2022,Indonesia,Energy,Sovereign,Indonesia: Development of Pumped Storage Hydropower in Java Bali System (the Project)VIEW DETAILS,Approved,The objective is to support Indonesia’s energy transition and decarbonization goal by (i) developing the first large-scale pumped storage hydropower to improve power generation peaking and storage capacity of the Java-Bali grid and (ii) strengthening PLN’s capacity for hydropower development and management.,"The Project will support PLN’s development of the Upper Cisokan Pumped Storage (UCPS) Hydropower Plant, including its environmental and social impact management, implementation, and monitoring, as well as capacity building for PLN in hydropower project preparation and management. World Bank (WB) is the leading bank and will co-finance with AIIB.
The Project consists of three components:
Component 1 – development of the UCPS plant
Component 2 – environmental and social impact management for the UCPS plant
Component 3 – technical assistance and capacity building for PLN.",,,230,Approved Financing: USD230 million
2022,China,Transport,Nonsovereign,China: GLP China Logistics Fund IIIVIEW DETAILS,Approved,"The project's objective is to promote the development of smart, modern logistics facilities in China to enhance connectivity, improve efficiency and support sustainable growth.","AIIB will invest in GLP’s 3rd China flagship logistics development fund (the “Fund” or “CLFIII”) as an investor. The Fund’s strategy is to develop, own, manage and operate a diversified portfolio of institutional-grade logistics facilities across China’s Tier-1, Tier-1.5 and Tier-2 cities with a focus on the 58 cities clustered around the Yangtze River Delta, Greater Bay Area, Bohai Economic Region and Central China Region.",,,125,Approved Financing: USD125 million
2022,Bangladesh,Multi-sector,Sovereign,Bangladesh: IDCOL Multi-Sector On-Lending FacilityVIEW DETAILS,Approved,"The project objective is to promote infrastructure investment by providing long-term financing to the private sector in Bangladesh. It is aligned with Bangladesh’s goal to bridge its infrastructure deficit and achieve sustainable growth, as highlighted in Bangladesh’s Perspective Plan 2021-2041.","The project is an on-lending facility to Bangladesh, to be implemented through IDCOL to finance infrastructure projects in Bangladesh.",,,200,Approved Financing: USD200 million
2022,India,Water,Sovereign,India: Second Dam Rehabilitation and Improvement ProjectVIEW DETAILS,Approved,To increase the safety of selected dams in participating States and to strengthen dam safety management in India.,"The project focuses on (i) upgrading and modernizing dam operation and maintenance, with accompanying institutional strengthening for safe and financially sustainable dam operations; and (ii) physical and technical dam rehabilitation and improvement. The project will comprise five components:

Component 1: Rehabilitation and management planning for dams and associated appurtenances
Component 2: Dam safety institutional strengthening
Component 3: Risk-informed asset management and innovative financing for sustainable operation and maintenance of dams
Component 4: Project management
Component 5: Contingent emergency response

 ",,,250,Approved Financing: USD250 million
2022,Cambodia,CRF-Public Health,Sovereign,Cambodia: Rapid Immunization Support ProjectVIEW DETAILS,Approved,To increase access to eligible COVID-19 vaccines for priority populations in Cambodia.,"The project will support the procurement of eligible COVID-19 vaccines under Asian Development Bank (ADB)’s Asia Pacific Vaccine Access Facility (APVAX), contributing to the government’s goal of strengthening herd immunity in 2022-2023. Eligible vaccines will be procured through a) bilateral negotiations and agreements with potential manufacturers, b) cost-sharing mechanism under the COVID-19 Vaccines Global Access (COVAX) or c) United Nations Children’s Fund (UNICEF), in compliance with leading co-financier ADB's procurement policy. ADB member country eligibility restrictions will be waived, and universal procurement will apply.
The Government of Cambodia will provide USD 8.5 million to cover personnel, communication, capacity building, personal protective equipment, vaccine transportation, storage, waste disposal, surveillance, taxes and duties, and financing costs. ADB will provide technical assistance to the Government of Cambodia in selected areas to support the implementation of its National Deployment and Vaccination Plan (NDVP) in parallel with this project.",,,50,Approved Financing: USD50 million
2022,India,Energy,Sovereign,India: Assam Electricity Distribution System Enhancement ProjectVIEW DETAILS,Approved,"The objective is to improve the reliability, capacity and security of the power distribution system in Assam.","The project aims to augment Assam’s electricity distribution system, comprising networks at 33Kilo-Volts (KV) level and below, by a) constructing new 33/11KV substations at important load centers, b) laying of new 33KV and 11KV overhead distribution lines, c) installation of new High Voltage Distribution System (HVDS) at select locations to improve reliability and to reduce the distribution losses, and d) introducing smart meters both at consumer end and at the distribution transformers. The project will consist of the following components: 

Component 1: Construction of approximately 196 nos. of 33/11KV substations with the associated 33KV and 11KV distribution lines; 
Component 2: Construction of HVDS at around 2,000 locations to replace the existing low voltage network;  
Component 3: Installation of approximately 185,000 smart meters for domestic consumers and around 40,000 smart meters at the distribution transformers end; and 
Component 4: Technical assistance including a) engaging Project Management Consultants to support project implementation, and b) implementing measures such as trainings, workshops and procurement of new testing tools to improve the capacity of the implementing entity (Assam Power Distribution Company Limited or APDCL).
",,,386,Approved Financing: USD386 million
2022,Uzbekistan,Transport,Sovereign,Uzbekistan: Bukhara-Miskin-Urgench-Khiva Railway Electrification ProjectVIEW DETAILS,Approved,"To improve freight and passenger railway services in Western Uzbekistan by electrifying the existing railway line linking Bukhara, Miskin, Urgench and Khiva.","The project will upgrade the current railway along Bukhara – Miskin – Urgench – Khiva line, adding electrification, signaling and telecommunication, and traction power management systems to the recently built 465 km railway line. The Project will also help to support tourism and transit-oriented economic development along the railway corridor, and an electronic ticketing system to enhance the attractiveness of railway transport.",,,108,Approved Financing: USD108 million
2022,China,Transport,Sovereign,China: Zhengzhou International Logistics Hub (Previously: Zhengzhou International Hub Expansion) VIEW DETAILS,Approved,To facilitate cross-border trade by enhancing freight service efficiency of the containerized CR Express trains connecting Zhengzhou China to Europe and Central Asia.,"The project provides long-term Sovereign-Backed Financing (SBF) to Zhengzhou International Hub Development and Construction Co., Ltd. (ZIH) for the expansion of its freight facilities, including Multimodal Cold Storage Facilities, Type-B Bonded Logistics Center, Vehicle Imports Facility, and CR Express Logistics Information Platform Upgrade.
These facilities are integral value-added components to the CR Express operated by ZIH, connecting China and European/Central Asian countries.",,,150,Approved Financing: USD150 million
2022,India,Energy,Sovereign,India: West Bengal Electricity Distribution Grid Modernization ProjectVIEW DETAILS,Approved,The project objective is to improve the operational efficiency and reliability of electricity supply in selected areas of West Bengal.,"The project aims to modernize West Bengal’s electricity distribution system by providing financial and technical support for investments in:  
(i) High voltage distribution system, aerial bunched cabling, 33/11 kilovolt gas insulated substations and underground cables
(ii) Smart consumer meters, deployment of distribution automation technologies and improving the existing commercial and enterprise information technology solutions  
(ii) Technical assistance for institutional development and capacity building
 ",,,135,Approved Financing: USD135 million
2022,China,Multi-sector,Nonsovereign,China: China EXIM Bank Green On-lending FacilityVIEW DETAILS,Approved,"The objective of the project is to strengthen the impact of CEXIM’s green loan portfolio by (i) enhancing CEXIM’s Environmental and Social Management System (ESMS) and (ii) development of a Green Financing Framework (GFF), through supporting its on-lending facility.",The project is to finance green subprojects in China by providing a non-sovereign-backed loan to China EXIM Bank (CEXIM).,,,200,Approved Financing: USD200 million
2022,Brazil,Multi-sector,Nonsovereign,Brazil: BDMG Renewables and Asia Connectivity FacilityVIEW DETAILS,Approved,Supporting global public goods and trade and connectivity between Brazil and Asia.,"Non-sovereign backed multisector on-lending credit facility to be implemented by Brazil-based Banco de Desenvolvimento de Minas Gerais S.A. (BDMG) for subprojects primarily located in Minas Gerais, that involve either renewable energy and eligible infrastructure related sectors that link Brazil and Asia through enhanced trade and investment flows.",,,100,Approved Financing: USD100 million
2022,China,Multi-sector,Nonsovereign,China: NIO Capital Eve ONE Fund IIVIEW DETAILS,Approved,"Facilitate the use of technology and support digitalization and decarbonization of transport, energy, logistics and associated sectors.","NIO Capital Eve ONE Fund II (“The Fund”) is a venture capital fund focused on investment in decarbonization and digitalization technologies in transport, energy, logistics, and associated industries. The Fund is managed by NIO Capital (the “Fund Manager”).",,,50,Approved Financing: USD50 million
2022,India,CRF-Public Health,Sovereign,India: Responsive COVID-19 Vaccines for Recovery ProjectVIEW DETAILS,Approved,To vaccinate eligible populations against COVID-19 in states falling within the scope of the Project (project states).,"The project will support procurement of safe and effective vaccines against COVID-19. The proposed Loan will be co-financed with the Asian Development Bank (ADB) under its rapid response component (RRC) of ADB’s Asia Pacific Vaccine Access Facility (APVAX). The loan proceeds of ADB and AIIB will finance expenditures in relation to the procurement of COVID-19 vaccines that meet the APVAX eligibility criteria. The GoI will cover financial charges during implementation, including interest, commitment charges and front-end fees. In parallel to this Project, ADB has mobilized around USD 4 million for technical assistance to provide catalytic operational support through the program management unit, monitoring of vaccination sites, strengthening biomedical waste management capacity, supporting private sector engagement, increasing awareness and willingness of vaccination among the vulnerable groups, and strengthening capacity for monitoring and addressing the adverse events after immunization.",,,500,Approved Financing: USD500 million
—,Indonesia,Transport,Sovereign,Indonesia: Batam Bintan Bridge Project VIEW DETAILS,Proposed,To improve regional connectivity in the west of Indonesia by constructing a segment of the Batam-Bintan inter-island bridge.,The project consists of the construction of a fixed road crossing between the Batam and Tanjung Sauh Islands. This crossing is a segment of the proposed Batam-Bintan inter-island road crossing. The Batam-Bintan inter-island crossing comprise: (i) a road access to a fixed bridge crossing between Batam Island and Tanjung Sauh Island; (ii) a road connecting the Batam-Tanjung Sauh Bridge on Tanjung Sauh Island to a bridge connecting Tanjung Sauh Island to Bintan Island; (iii) a fixed bridge crossing between Batam Island to Tanjung Sauh Island; (iv) a fixed bridge crossing between Tanjung Sauh Island to Bintan Island; and (v) a road access on Bintan Island to the fixed bridge crossing between Tanjung Sauh Island and Bintan Island. This crossing will be the only fixed permanent crossing between Batam and Tanjung Sauh Islands.,,,300 ,Proposed Funding: USD300 million
—,Türkiye,Energy,Sovereign,"Türkiye: Scaling-up Distributed Solar PVs in Türkiye, Program for Results (PforR)VIEW DETAILS",Proposed,To facilitate and scale up distributed solar energy and battery energy storage investments in Türkiye.,"The Program aims to help the Government of Türkiye (GoT) to achieve its renewable energy targets by unlocking the underdeveloped potential of the distributed solar photovoltaic (PV) market. It will support investments in the installation of distributed solar PV systems (DSPV) and battery energy storage systems (BESS) in industrial, commercial, public, and residential buildings. The Program will develop innovative financing models and products tailored to solar PV investments for small and medium-scale consumers. The proposed PforR is being developed by the World Bank (WB) and the GoT to contribute to achieving the country's solar PV capacity targets. WB and AIIB will provide sovereign-backed financing to Türkiye Sinai Kalkinma Bankas? A.?. (TSKB) and Türkiye Kalk?nma ve Yat?r?m Bankas? A.?. (TKYB).",,,200 ,Proposed Funding: USD200 million
—,Russian Federation,Transport,Nonsovereign,Russian Federation: Upgrade of the Electric Rail Fleet ProjectVIEW DETAILS,On Hold,"To support the development of the electric rail transport and improve rail service in terms of fleet availability, operational efficiencies, and reliability by upgrading to new electric locomotives.","The Project includes extending a long-term loan to JSC “Russian Railways” (“RZD”) to finance the procurement of freight and passenger electric locomotives. The new locomotives will provide more comfort for crew personnel, higher operating performance, modern automated systems and superior maintenance characteristics. The locomotives will be used on the general-purpose rail network in the country. It will contribute to the recovery of passenger transportation after the Covid-19 pandemic, and support cargo operations including the rapidly growing transit transportation.",,,300 ,Proposed Funding: USD300 million
—,Pakistan,Transport,Sovereign,Pakistan: Punjab Arterial Roads Improvement ProjectVIEW DETAILS,Proposed,"To improve east-west connectivity in southern Punjab with road safety, climate-resilient, and sustainable road maintenance features.","The Project is co-financed with Asian Development Bank (ADB) and will have the following two components.
Component A. Improvement of Punjab Provincial Highways
A.1 Dualization of 535km of provincial highways in southern Punjab with road safety and climate resilient features
A.2 Construction Supervision
Component B. Strengthening Institutional Capacity of Communication and Works Department (C&WD)
B.1 Capacity Building of C&WD
B.2 Strengthening of Road Asset Management
B.3 Road Safety Improvements",,,321 ,Proposed Funding: USD321 million
—,Türkiye,Transport,Nonsovereign,Türkiye: Izmir Metro Phase 5: Üçyol - Buca LineVIEW DETAILS,Proposed,"To increase the capacity, connectivity, and efficiency of Izmir Metro.","The Project involves the tendering, construction, and operation of a new metro line (M2) between the central districts of Konak and Karabağlar and the south-eastern district of Buca, Izmir’s most populous area. The new line will encompass 13.4-kilometer (Km) of tunnels and tracks, 11 underground stations, including interchanges with the existing metro line (M1) at Üçyol and the commuter rail (Izban) at Şirinyer. The line will be connected to a depot and workshop by a 6-km access tunnel.
The Project is the fifth expansion of Izmir Metro’s network and will meet the City’s increasing demand for high-capacity public transport between three densely populated areas. It will provide a cleaner and more efficient alternative to road traffic, in line with the City’s Transport Master Plan until 2030 (TMP). The construction is expected to start in the fourth quarter of 2021 and take 4 years to complete.
The Project includes underground and civil engineering works (stations, tunnels), electro-mechanical works (signaling, telecommunications, energy supply, elevators and escalators, environmental control systems), and auxiliary facilities. The Project excludes the purchase of rolling stock, to be procured subsequently.
The City is financing the Project with a combination of external finance and budgetary resources. The Project will be funded with external debt up to EUR490 million to be provided by AIIB (up to EUR125 million), EBRD (EUR125 million), AFD (EUR125 million), and other lenders (up to EUR115 million).
The contract between the Izmir Municipality and the Contractor will be subject to a two-stage open international tender process under EBRD’s Procurement Policies and Rules. The General Procurement Notice was published on February 8, 2021. The Invitation for Tenders was published on February 12, 2021.
Once built, the Project will be operated by Izmir Metro (IM), a municipal entity, under an indefinite lease agreement with the Izmir Metropolitan Municipality (IMM).",,,125 ,Proposed Funding: EUR125 million
—,Bangladesh,CRF-Public Health,Sovereign,Bangladesh: Bangladesh Responsive COVID-19 Vaccines for Recovery Project VIEW DETAILS,Proposed,The Project will provide the Government of the Bangladesh with financing for procuring safe and effective COVID-19 vaccines.,"This proposed Project is supported under AIIB’s COVID-19 Crisis Recovery Facility (“Facility”) and co-financed with the Asian Development Bank (ADB), as additional financing, for the procurement of vaccines eligible under ADB’s Asia Pacific Vaccine Access Facility (APVAX). The Project will support in procurement of eligible COVID-19 vaccines to assist the Government of Bangladesh (GOB) in mitigating adverse health, social, and economic impacts caused by the ongoing pandemic.",,,500 ,Proposed Funding: USD500 million
—,Bangladesh,Energy,Sovereign,Bangladesh: Southern Chattogram and Kaliakoir Transmission Infrastructure Development ProjectVIEW DETAILS,Proposed,To improve the reliability and capacity of power transmission network in Southern Chattogram and Kaliakoir region of Bangladesh. ,"The project comprises the construction of around 185 kilometers (km) 132/230 kV transmission lines, four gas-insulated substations, and two bay extensions in the Southern Chattogram region (i.e., Anwara, Cox's Bazar, Teknaf) of Chattogram division and Kaliakoir region (Bangabandhu Hi-Tech City (BHTC)) in Gazipur district of Dhaka division. The Government of Bangladesh (GoB) has undertaken this project to develop grid interfacing infrastructure to ensure efficient and uninterrupted power transmission in the project areas. Project activities include:

Construction of four substations with a total capacity of about 1,580 megavolt-amperes (MVA) at BHTC, Anwara, Cox's Bazar (North), Teknaf. And two bay extensions at the existing Kaliakoir Substation; and
Construction of around 185 km transmission line (in four segments): BHTC to Kaliakoir; Anwara to Cox's Bazar (North); Cox's Bazar (North) to Teknaf; and Line-In-Line-Out (LILO) at Cox’s Bazar (North) substation from an existing line.
",Asian Infrastructure Investment Bank,People’s Republic of Bangladesh,160 ,Proposed Funding: USD160 million
—,Belarus,CRF-Public Health,Sovereign,Belarus: Belarus Emergency Response and Public Healthcare Support ProjectVIEW DETAILS,On Hold,"The Project’s objective is to prevent, detect, and respond to the threat posed by COVID-19 and strengthen the preparedness of the national public health system in Belarus.","The Project is proposed under the COVID-19 Crisis Recovery Facility (CRF) of AIIB. AIIB’s support will help the Government of Belarus scale up its ongoing efforts to respond to the health consequences of the COVID-19 pandemic and be better prepared for future disease outbreaks. The Project will consist of the following two components:

Component 1: Strengthening national health system, in particular, to fight the Emergency COVID-19 pandemic. This component will finance procurement and installation of essential diagnostic and life-supporting medical equipment for the selected health facilities across Belarus. These include lung ventilators, mobile blood collection systems, CT scanners, MRI and X-ray machines, ultrasound machines, higher-class ambulances, and other critical equipment. It will enhance the capacity of controlling/containing the ongoing pandemic and strengthen the national health system and its preparedness to future public health crises.
Component 2: Project management support. This component will support the mobilization of the administrative and human resources needed to implement the Project, monitor and evaluate its progress. It will finance additional cost of consultants associated with project management, procurement, financial management (FM), environmental and social safeguards, monitoring, reporting, and operating and administrative costs.
",,,116.27 ,Proposed Funding: EUR116.27 million
—,India,Water,Sovereign,"India: Extension, Renovation, and Modernization of Grand Anicut Canal SystemVIEW DETAILS",Proposed,"To improve the climate resilience, water carrying capacity and the conveyance efficiency of the Grand Anicut Canal System.","The renovation and modernization of the Grand Anicut Canal System (GACS) will be carried out through various interventions including lining the bed and side walls of the canal, repair / replacement of the water regulating structures, de-silting the tanks, and introduction of canal automation system. These interventions are expected to result in increased conveyance efficiency thereby increasing land under irrigation in the region and ensure equitable distribution of water to farmers based on the need (through the automation system) resulting in sustainable agricultural practices. The renovated canal is expected to be much more resilient to the impacts of climate change thereby reducing the instances of canal breaches and flooding of the towns and villages in the Cauvery Delta region.",,,230 ,Proposed Funding: USD230 million
2021,Oman,Digital Infrastructure and Technology,Nonsovereign,Oman: Oman Broadband Company – Tranche 2VIEW DETAILS,Terminated / Cancelled,To continue the nationwide rolling out of Oman Broadband Company existing high-speed broadband network.,"The Project is an extension facility provided in connection to an existing AIIB project (Oman Broadband Infrastructure, 2017), where AIIB has previously provided financing to OBC for the initial high-speed broadband network rollout focusing mainly on urban areas in Muscat (Phase 1). For Phase 1 deployments, AIIB mobilized a total of USD239.2 million.
Following the completion of Phase 1, AIIB is financing the next phase of the network roll out (Phase 2), which is expected to complete by 2025 with the expected total funding of approximately USD151 million (the Project). The amount of a senior debt available for Phase 2 is sized at approximately USD46 million. The financing structure would blend the existing with additional debt.
Phase 2 has the same business proposition to Phase 1 through Basic End-User Service (BEUC) and mobile backhaul services. It will cover part of the remaining part of Muscat and urban areas outside Muscat which were not included in Phase 1, using a mix of fibre-to-the-home (FTTH) and the new 5G fixed-wireless-access (FWA) technologies.
The total home passed target under Phase 2 deployment until 2025 amounts to 226,000 where 77% of the home passed is outside Muscat area and the majority (83%) of the home passed roll-out targeting the high dense population across urban areas. For the backhaul, the total coverage target of tower/mobile is 1,550km up to 2030.",,,46 ,Approved Financing: USD46 million
2021,Rwanda,CRF-Economic Resilience/PBF,Sovereign,"Rwanda: Rwanda Digital Acceleration Project (Digital Investment for Recovery, Resilience and Connectivity) VIEW DETAILS",Approved,"To support Rwanda’s short and long-term recovery from the pandemic, and resilience to future pandemics by increasing access to broadband and selected digital public services, and strengthening the digital innovation ecosystem.","The Project is a major national, multi-sector, whole-of-government digital-acceleration initiative centered on:

expanding digital adoption and access, by promoting digital access opportunities through last- mile connectivity, affordable smart devices, and broad-based digital skills acquisition;
enhancing digital public service capabilities (particularly in health and education sector) and productivity, by strengthening the national ID system, equipping the government with the ability to deliver securely more quality data-driven solutions, and enabling transactional e-services in key sectors; and
increasing Rwanda’s capacity to support digitally enabled innovation and productivity-gains, by strengthening the local digital innovation and entrepreneurship ecosystem, supporting tech firms to move from startups to growth and by developing Rwanda’s digital human capital.

The project will finance the following components:
Component 1: Digital Access and Inclusion (USD60.5 million)
Component 2: Digital Public Service Delivery (USD100.0 million)
Component 3: Digital Innovation and Entrepreneurship (USD29.5 million)
Component 4: Project Implementation and Institutional Coordination (USD10.0 million)",,,100,Approved Financing: USD100 million
2021,Philippines,CRF-Public Health,Sovereign,Philippines: Second Health System Enhancement to Address and Limit COVID-19 Under the Asia Pacific Vaccine Access Facility Additional Financing Project (HEAL2-AF)VIEW DETAILS,Terminated / Cancelled,To support the Government of the Philippines for procurement of eligible COVID-19 vaccines.,"This project was proposed to be supported under AIIB’s COVID-19 Crisis Recovery Facility and co-financed with the Asian Development Bank (ADB) for the procurement of vaccines eligible under ADB’s Asia Pacific Vaccine Access Facility (APVAX) program. The project aimed to provide critically needed vaccines to assist the Government of the Philippines in mitigating adverse health, social, and economic impacts caused by the COVID-19 pandemic.",,,250 ,Approved Financing: USD250 million
2021,Pakistan,Urban,Sovereign,Pakistan: Khyber Pakhtunkhwa Cities Improvement ProjectVIEW DETAILS,Approved,The objectives of the project are to improve access to reliable and resilient urban services and strengthen institutional capacities of urban service providers and local governments in selected cities of the Khyber Pakhtunkhwa (KP) province.,"The project will support the Government of Khyber Pakhtunkhwa to construct, rehabilitate and revitalize core urban infrastructure, including water supply, sewerage, Solid Waste Management (SWM) and green urban spaces in five provincial cities namely Peshawar, Abbottabad, Kohat, Mardan and Mingora. This will be achieved through three interlinked outputs: (i) climate resilient and gender friendly urban infrastructure and services improved; (ii) institutional capacities of urban service providers strengthened; and (iii) women’s role in urban development increased. Project components include:

Component A (Water Supply and Sanitation) will improve the coverage and access to water and sanitation infrastructure by augmenting potable water supply and storage facilities, promoting water safety, improving water conservation, upgrading sewerage networks and constructing new sewage treatment facilities.
Component B (Solid Waste Management) will address the gaps in infrastructure and service delivery of SWM by providing collection equipment, vehicle fleets, mechanical/biological treatment facilities and properly designed sanitary landfills.
Component C (Green Urban Infrastructure) will finance the development of green infrastructure and public spaces to promote healthy and sustainable living environments which will include green spaces, de-congestion of city centers, parks, and other nature-based solutions. Gender-equitable activities to promote small enterprises and skills will also be supported.
Component D (Institutional Strengthening and Capacity Building) will strengthen technical and institutional capacities of the Water and Sanitation Services Companies, city governments and provincial governments.
Component E (Women’s Participation in Urban Development) will increase women’s participation in urban governance and services and improve their access to economic opportunities

 ",,,200,Approved Financing: USD200 million
2021,India,Education Infrastructure,Sovereign,India: Gujarat Education Infrastructure and Technology Modernization ProgramVIEW DETAILS,Approved,"The program objective is to upgrade school infrastructure and help create international-standard learning environment based on green and disaster-resilient architectural designs, while supporting accelerating learning by strengthening decentralized management for improved education outcomes in Gujarat.","The program, to be co-financed with the World Bank (WB) (and referred to by WB as the Gujarat Outcomes for Accelerated Learning [GOAL] Program), will implement comprehensive reforms in the education sector based on a decentralized stakeholder-owned planning and management approach.
The program will upgrade the physical learning environment as well as digital infrastructure of participating schools. The program investments will also finance soft activities which will ensure the efficiency of the upgraded school infrastructure to bring the intended educational outcomes.",,,250,Approved Financing: USD250 million
2021,Türkiye,Energy,Nonsovereign,Türkiye: Osmangazi Electricity Distribution Network Modernization and Expansion ProjectVIEW DETAILS,Approved,"To support the upgrade, modernization, and expansion of the medium- and low-voltage electricity distribution network of the Osmangazi region.","The Project involves the provision of a senior loan in Turkish lira (TRY) to support the capex program of Osmangzi Elektrik Dagitim A.S (OEDAŞ), the incumbent operator of the medium-/low-voltage network in the Osmangazi region.
OEDAŞ operates the network in accordance with the terms and conditions set out in the Transfer of Operating Rights Agreement (TORA) signed between OEDAŞ and Turkish Electricity Distribution Company (TEDAŞ) on July 24, 2006, and the Distribution License received on September 1, 2006. Since 2017, OEDAŞ is owned by Zorlu Enerji Elektrik Uretimi A.S. (Zorlu Enerji) through Zorlu Osmangazi Enerji Sanayi ve Ticaret A.S. (Zorlu Osmangazi).
OEDAŞ serves around 2.79 million consumers in across 191 urban centers and 1,596 villageswithin a landlocked 49,344 km2 area located in western Anatolia that encompasses the provinces of Afyonkarahisar, Bilecik, Eskisehir, Kutahya and Usak. The company has circa 50,787 km of distribution lines and 7,855MVA of transformer capacity installed.
The capex program covers the investments required under the Türkiye’s Fourth Tariff Implementation Period (TIP-4) for the years 2021-2025, as approved by the Energy Market Regulatory Authority (EMRA) and TEDAŞ and amounts to approximately USD400 million, subject to the realization of capex efficiency during the implementation.
The Project will contribute to the expansion, rehabilitation, and improved efficiency of the Osmangazi electricity distribution network. The Project activities will include the procurement, construction, and operation of medium- and low-voltage overhead lines, underground lines, transmission connection lines and transformers.
The Project will contribute to the reduction of theft and losses (T&L), enhancement of environmental and safety standards, improve the efficiency and reliability of the network and contribute to the digitalization of the network.",,,85,Approved Financing: USD85 million
2021,China,Water,Sovereign,China: Henan Flood Emergency Rehabilitation and Recovery ProjectVIEW DETAILS,Approved,"The project objectives are to support the post-disaster rehabilitation and recovery in the municipalities of Zhengzhou, Xinxiang, and Jiaozuo of Henan Province, and to strengthen the capacity of the three municipalities in integrated flood risk management and flood emergency response.","This project is an emergency operation in response to the urgent need of the government for post-flood disaster recovery and reconstruction. The project will finance activities in three municipalities of Zhengzhou, Xinxiang and Jiaozuo, which are among the most severely impacted by the flooding. Interventions will focus on rehabilitation and reconstruction of damaged infrastructure while the long-term sustainability and climate resilience are taken into account. The project will support post-disaster recovery in three sectors, which are critical to social and economic recovery of the province. The three sectors are water resources and flood management, urban, and transport.
Component 1: Zhengzhou Post-disaster Recovery Program. This component will finance civil works and goods required for rehabilitation and reconstruction activities in urban and rural areas, and some expansion or improvement of the flood and drainage management infrastructure in the city of Zhengzhou. The subcomponents are: (a) integrated Jinshui River management project, (b) rehabilitation of rural roads and bridges, and (c) rehabilitation of the Ying River in Dengfeng City; (d) development of an integrated flood risk management system and strengthening the capacity for emergency response; and (e) project management support for capacity building in procurement, financial management, environmental and social (ES) management and other technical areas.
Component 2: Xinxiang Post-disaster Recovery Program. This component will support activities to recover damaged infrastructure in the three sectors in Xinxiang municipality. The subprojects consist of: (a) rehabilitation of rivers and canals including river dredging and dike strengthening; (b) rehabilitation of national and provincial expressways, urban bus terminals and purchase of electrical buses; (c) rehabilitation and improvement of urban drainage systems; (d) development of integrated flood emergency response system; and (e) project management support.
Component 3: Jiaozuo Post-disaster Recovery Program. This component will finance interventions to support the recovery of Jiaozuo municipality, including: (a) rehabilitation of rivers and canals including river dredging and dike strengthening; (b) rehabilitation and improvement of the urban canals, drainage and sewage systems, and roads; (c) development of an integrated flood emergency response system including a smart river management system and a smart urban water management system; and (d) project management support.",,,1000,"Approved Financing: USD1,000 million"
2021,Türkiye,Transport,Sovereign,Türkiye: Ispartakule-Cerkezkoy Rail Project (Previously: Halkali-Cerkezkoy Rail Project) VIEW DETAILS,Approved,"The objective of the proposed project is to increase passenger and freight capacity, safety and speed of rail transport between Türkiye and the European Union via the construction of a high-speed rail between Ispartakule and Cerkezkoy.","The Project will finance the construction of 67 kilometers of new double-track, electrified, high-speed railway from Ispartakule station to a location adjacent to the east of Cerkezkoy Station (approximately 1km from the center of Cerkezkoy). It consists of three components as described below.
Component A. Construction works of a 67km section of new high-speed railway line designed as 200km/h max speed, double track, electrified railway and the required systems, including ERTMS Level 1, power supply and auxiliaries; from Ispartakule station, to just before Cerkezkoy station, as well as the construction supervision contract.
Component B. Capacity development and technical assistance to the PIU on project management, procurement, monitoring, contract implementation, financial management and environmental and social activities, facilitating the timely and effective implementation of the Project by providing assistance to the General Directorate of Infrastructure Investment (AYGM).
Component C. Livelihood Restoration Activities as per EBRD PR5 (RAP Fund). A designated Resettlement Action Plan (RAP) Fund will be created to cover the costs of livelihood restoration compensation that are not covered by the national expropriation budget. Turkish legislation does not provide compensation to informal land users, income losses for businesses and transactional costs which are covered, along with a contingency, in the RAP Fund to achieve the livelihood restoration requirements of EBRD PR5.
The Project will be jointly cofinanced by the European Bank for Reconstruction and Development (EBRD) and AIIB (the Cofinanciers) and will follow the arrangements set by the agreement between the Cofinanciers signed in April 2021. Therefore, EBRD Environmental and Social Policy (2014) (EBRD ESP), EBRD Procurement Policies and Rules (2017) (EBRD PPR), and EBRD Independent Project Accountability Mechanism will apply in lieu of AIIB Environmental and Social Policy (AIIB ESP), AIIB Procurement Policy, and AIIB Project-affected People’s Mechanism, respectively.",,,300,Approved Financing: EUR300 million
